8.548387096774193727e-01,8.548387096774193727e-01,8.548387096774193727e-01,4.935064935064935043e-01,4.935064935064935043e-01,4.935064935064935043e-01,8.548387096774193727e-01,8.548387096774193727e-01,8.548387096774193727e-01,2.337662337662337608e-01,2.337662337662337608e-01,2.337662337662337608e-01
8.225806451612903691e-01,8.225806451612903691e-01,8.225806451612903691e-01,4.805194805194805130e-01,4.805194805194805130e-01,4.805194805194805130e-01,8.548387096774193727e-01,8.548387096774193727e-01,8.548387096774193727e-01,2.337662337662337608e-01,2.337662337662337608e-01,2.337662337662337608e-01
8.225806451612903691e-01,8.225806451612903691e-01,8.225806451612903691e-01,4.805194805194805130e-01,4.805194805194805130e-01,4.805194805194805130e-01,8.548387096774193727e-01,8.548387096774193727e-01,8.548387096774193727e-01,2.337662337662337608e-01,2.337662337662337608e-01,2.337662337662337608e-01
8.225806451612903691e-01,8.225806451612903691e-01,8.225806451612903691e-01,4.805194805194805130e-01,4.805194805194805130e-01,4.805194805194805130e-01,8.548387096774193727e-01,8.548387096774193727e-01,8.548387096774193727e-01,2.337662337662337608e-01,2.337662337662337608e-01,2.337662337662337608e-01
8.225806451612903691e-01,8.225806451612903691e-01,8.225806451612903691e-01,4.805194805194805130e-01,4.805194805194805130e-01,4.805194805194805130e-01,8.548387096774193727e-01,8.548387096774193727e-01,8.548387096774193727e-01,2.337662337662337608e-01,2.337662337662337608e-01,2.337662337662337608e-01
8.225806451612903691e-01,8.225806451612903691e-01,8.225806451612903691e-01,4.805194805194805130e-01,4.805194805194805130e-01,4.805194805194805130e-01,8.548387096774193727e-01,8.548387096774193727e-01,8.548387096774193727e-01,2.337662337662337608e-01,2.337662337662337608e-01,2.337662337662337608e-01
8.225806451612903691e-01,8.225806451612903691e-01,8.225806451612903691e-01,4.805194805194805130e-01,4.805194805194805130e-01,4.805194805194805130e-01,8.548387096774193727e-01,8.548387096774193727e-01,8.548387096774193727e-01,2.337662337662337608e-01,2.337662337662337608e-01,2.337662337662337608e-01
8.225806451612903691e-01,8.225806451612903691e-01,8.225806451612903691e-01,4.805194805194805130e-01,4.805194805194805130e-01,4.805194805194805130e-01,8.548387096774193727e-01,8.548387096774193727e-01,8.548387096774193727e-01,2.337662337662337608e-01,2.337662337662337608e-01,2.337662337662337608e-01
8.225806451612903691e-01,8.225806451612903691e-01,8.225806451612903691e-01,4.805194805194805130e-01,4.805194805194805130e-01,4.805194805194805130e-01,8.548387096774193727e-01,8.548387096774193727e-01,8.548387096774193727e-01,2.337662337662337608e-01,2.337662337662337608e-01,2.337662337662337608e-01
8.225806451612903691e-01,8.225806451612903691e-01,8.225806451612903691e-01,4.805194805194805130e-01,4.805194805194805130e-01,4.805194805194805130e-01,8.548387096774193727e-01,8.548387096774193727e-01,8.548387096774193727e-01,2.337662337662337608e-01,2.337662337662337608e-01,2.337662337662337608e-01
