9.120150703479131815e-01,9.233978638184245913e-01,9.009094926845153672e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.227900829567042829e-01,9.321953080297539218e-01,9.135727470267996919e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.232896462885710198e-01,9.313131794773984451e-01,9.154031823401214130e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.234971385328477611e-01,9.310270837306885428e-01,9.160880172656470366e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.235262815585644214e-01,9.309794011062368924e-01,9.161915487670396763e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.235262815585644214e-01,9.309794011062368924e-01,9.161915487670396763e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.235262815585644214e-01,9.309794011062368924e-01,9.161915487670396763e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.235262815585644214e-01,9.309794011062368924e-01,9.161915487670396763e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.235262815585644214e-01,9.309794011062368924e-01,9.161915487670396763e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.235262815585644214e-01,9.309794011062368924e-01,9.161915487670396763e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
