5.964981497632980689e-01,5.191854229960767286e-01,7.921146953405018287e-01,7.305785123966942463e-01,7.601031814273430109e-01
5.061834620817802222e-01,4.880895449042508272e-01,8.077601410934743820e-01,7.570247933884297620e-01,7.815699658703070263e-01
4.827537573664002490e-01,4.870823790550258270e-01,8.082901554404144928e-01,7.735537190082644177e-01,7.905405405405405705e-01
4.727015011620497309e-01,4.953460656414035990e-01,8.063973063973064459e-01,7.917355371900826055e-01,7.989991659716431105e-01
4.698149486351016479e-01,5.094057927012799469e-01,8.033057851239668867e-01,8.033057851239668867e-01,8.033057851239669978e-01
4.704417438014453778e-01,5.226171276150091138e-01,8.022875816993464415e-01,8.115702479338843256e-01,8.069022185702546812e-01
4.703001436371105348e-01,5.354909522066467753e-01,7.987012987012986898e-01,8.132231404958677468e-01,8.058968058968059012e-01
4.692955819896398872e-01,5.472587063309263256e-01,8.006482982171798657e-01,8.165289256198347001e-01,8.085106382978722861e-01
4.682142664295434464e-01,5.570655948878121544e-01,8.035714285714286031e-01,8.181818181818182323e-01,8.108108108108108558e-01
4.671756239456025250e-01,5.668109221079142834e-01,8.100649350649350433e-01,8.247933884297520279e-01,8.173628173628173510e-01
4.663720501491477877e-01,5.784009120542855653e-01,8.129032258064515792e-01,8.330578512396694668e-01,8.228571428571429536e-01
4.659367155523813087e-01,5.888846215452141486e-01,8.152350081037277318e-01,8.314049586776859346e-01,8.232405891980361101e-01
4.650040591260056200e-01,5.981294317733873989e-01,8.142164781906300330e-01,8.330578512396694668e-01,8.235294117647060652e-01
4.638484580629694265e-01,6.060662878271370069e-01,8.190630048465266100e-01,8.380165289256198413e-01,8.284313725490195512e-01
4.623604334892857382e-01,6.128844724330971827e-01,8.180354267310788741e-01,8.396694214876032625e-01,8.287112561174551084e-01
4.603552354391852175e-01,6.190723992180064972e-01,8.177419354838709742e-01,8.380165289256198413e-01,8.277551020408163707e-01
4.575578368718006828e-01,6.254128809313055370e-01,8.167202572347267431e-01,8.396694214876032625e-01,8.280358598207009369e-01
4.545213176017298684e-01,6.322170341795190218e-01,8.164251207729468218e-01,8.380165289256198413e-01,8.270799347471451402e-01
4.518608002019822156e-01,6.394060558117176107e-01,8.154093097913323041e-01,8.396694214876032625e-01,8.273615635179153438e-01
4.495065925078383096e-01,6.464063358752997202e-01,8.154093097913323041e-01,8.396694214876032625e-01,8.273615635179153438e-01
4.472180526219337038e-01,6.537446012879695179e-01,8.164251207729468218e-01,8.380165289256198413e-01,8.270799347471451402e-01
4.449349410955447115e-01,6.614791928411748456e-01,8.168557536466775071e-01,8.330578512396694668e-01,8.248772504091653746e-01
4.425986923810785179e-01,6.690756008924834131e-01,8.152350081037277318e-01,8.314049586776859346e-01,8.232405891980361101e-01
4.400452960341162956e-01,6.766098850513980745e-01,8.152350081037277318e-01,8.314049586776859346e-01,8.232405891980361101e-01
4.373462851712734967e-01,6.843918527770194160e-01,8.126009693053312111e-01,8.314049586776859346e-01,8.218954248366012738e-01
4.345230871234273540e-01,6.920570391537195221e-01,8.122977346278317246e-01,8.297520661157025135e-01,8.209321340964841340e-01
4.317277700254487649e-01,6.996672620800876707e-01,8.122977346278317246e-01,8.297520661157025135e-01,8.209321340964841340e-01
4.290690661940705919e-01,7.070701303343993604e-01,8.133116883116883189e-01,8.280991735537189813e-01,8.206388206388206541e-01
4.265320912137708365e-01,7.148175219559649296e-01,8.146341463414633610e-01,8.280991735537189813e-01,8.213114754098360670e-01
4.241054089910888947e-01,7.224705323813087610e-01,8.146341463414633610e-01,8.280991735537189813e-01,8.213114754098360670e-01
4.217271460297347119e-01,7.302182623513790993e-01,8.156606851549755843e-01,8.264462809917355601e-01,8.210180623973727387e-01
4.193441571855189842e-01,7.381242529344437253e-01,8.143322475570032859e-01,8.264462809917355601e-01,8.203445447087778231e-01
4.169144772606171445e-01,7.466809667919777072e-01,8.140293637846656161e-01,8.247933884297520279e-01,8.193760262725779953e-01
4.144781974474784358e-01,7.548844116211244071e-01,8.134206219312601904e-01,8.214876033057850746e-01,8.174342105263157077e-01
4.121427068139312810e-01,7.628887050087557187e-01,8.128078817733990213e-01,8.181818181818182323e-01,8.154859967051071301e-01
4.098495351447377644e-01,7.709425871095519911e-01,8.141447368421053099e-01,8.181818181818182323e-01,8.161582852431986668e-01
4.075784683912005990e-01,7.787741198047566371e-01,8.142620232172470551e-01,8.115702479338843256e-01,8.129139072847683112e-01
4.053369294769169073e-01,7.866034447695940957e-01,8.132231404958677468e-01,8.132231404958677468e-01,8.132231404958677468e-01
4.030507545824248417e-01,8.502823735764256652e-01,8.132231404958677468e-01,8.132231404958677468e-01,8.132231404958677468e-01
4.008818209641384911e-01,8.574749498675018344e-01,8.142620232172470551e-01,8.115702479338843256e-01,8.129139072847683112e-01
3.986260569386805841e-01,8.646933357061346026e-01,8.112582781456953995e-01,8.099173553719007934e-01,8.105872622001654149e-01
3.963755049270752950e-01,8.719992013613681037e-01,8.082644628099173723e-01,8.082644628099173723e-01,8.082644628099173723e-01
3.941922282827138857e-01,8.793001024541013955e-01,8.062913907284767756e-01,8.049586776859504189e-01,8.056244830438379356e-01
3.920051231323449792e-01,8.867157786268252684e-01,8.073089700996677331e-01,8.033057851239668867e-01,8.053024026512012323e-01
3.897598926889902504e-01,8.942112106384957348e-01,8.059701492537313383e-01,8.033057851239668867e-01,8.046357615894039750e-01
3.875799532423926386e-01,9.016152429722742445e-01,8.059701492537313383e-01,8.033057851239668867e-01,8.046357615894039750e-01
3.852943337379928224e-01,9.091100879759262954e-01,8.056478405315614655e-01,8.016528925619834656e-01,8.036454018227008333e-01
3.829003160556665453e-01,9.166713729923846588e-01,8.023255813953488191e-01,7.983471074380165122e-01,8.003314001657001464e-01
3.804253032537530665e-01,9.240439037928318555e-01,8.009950248756219082e-01,7.983471074380165122e-01,7.996688741721855731e-01
3.779750603975783885e-01,9.318178616603769449e-01,8.023255813953488191e-01,7.983471074380165122e-01,8.003314001657001464e-01
3.753725531758921319e-01,9.391874163306753731e-01,8.016666666666666385e-01,7.950413223140495589e-01,7.983402489626555409e-01
3.728162635703604066e-01,9.462778435417986689e-01,8.013355592654424209e-01,7.933884297520661377e-01,7.973421926910300161e-01
3.702702872970824455e-01,9.542908815924437960e-01,8.013355592654424209e-01,7.933884297520661377e-01,7.973421926910300161e-01
3.676871249576315059e-01,9.610444713061555566e-01,8.003327787021630169e-01,7.950413223140495589e-01,7.976782752902155105e-01
3.649979806439292984e-01,1.024164892888733025e+00,7.976782752902156215e-01,7.950413223140495589e-01,7.963576158940397498e-01
3.623467028413687729e-01,1.031170041334180887e+00,7.996661101836394225e-01,7.917355371900826055e-01,7.956810631229236375e-01
3.598188096998147789e-01,1.038591879856357147e+00,7.993366500829187649e-01,7.966942148760330911e-01,7.980132450331126615e-01
3.573268888860847148e-01,1.102048295707656944e+00,7.990033222591361728e-01,7.950413223140495589e-01,7.970173985086992374e-01
3.548543187810817567e-01,1.109194606941222183e+00,7.983333333333333393e-01,7.917355371900826055e-01,7.950207468879667561e-01
3.523614910467349759e-01,1.116276728018520847e+00,7.970049916805324042e-01,7.917355371900826055e-01,7.943615257048093348e-01
3.499583044455386593e-01,1.123124596416269938e+00,7.970049916805324042e-01,7.917355371900826055e-01,7.943615257048093348e-01
3.478711269878580481e-01,1.129772443497236267e+00,7.956810631229236375e-01,7.917355371900826055e-01,7.937033968516984395e-01
3.455720979616575539e-01,1.136827607785195093e+00,7.940199335548172588e-01,7.900826446280991844e-01,7.920463960231980405e-01
3.432834703040288371e-01,1.143256082380097238e+00,7.920133111480864851e-01,7.867768595041322310e-01,7.893864013266997937e-01
3.409215012435578562e-01,1.149647118398320789e+00,7.920133111480864851e-01,7.867768595041322310e-01,7.893864013266997937e-01
3.385837677803662515e-01,1.156011625816230515e+00,7.916666666666666297e-01,7.851239669421488099e-01,7.883817427385891863e-01
3.361573293315748279e-01,1.162931655691811450e+00,7.886855241264558725e-01,7.834710743801652777e-01,7.860696517412935069e-01
3.337965584514369644e-01,1.169507997802947674e+00,7.890365448504983448e-01,7.851239669421488099e-01,7.870753935376968435e-01
3.314048222874420024e-01,1.176245953785137965e+00,7.877280265339966503e-01,7.851239669421488099e-01,7.864238410596027240e-01
3.290033587738952492e-01,1.182968055489806991e+00,7.873754152823920771e-01,7.834710743801652777e-01,7.854183927091963335e-01
3.268056547681675861e-01,1.190922672359508327e+00,7.873754152823920771e-01,7.834710743801652777e-01,7.854183927091963335e-01
3.245963614611843129e-01,1.197727907378668188e+00,7.886855241264558725e-01,7.834710743801652777e-01,7.860696517412935069e-01
3.224534217949838188e-01,1.204760948393577058e+00,7.867768595041322310e-01,7.867768595041322310e-01,7.867768595041322310e-01
3.202663869338587821e-01,1.210771537853028157e+00,7.867768595041322310e-01,7.867768595041322310e-01,7.867768595041322310e-01
3.181599985047270374e-01,1.217867178853613286e+00,7.867768595041322310e-01,7.867768595041322310e-01,7.867768595041322310e-01
3.162313986921697073e-01,1.225688133053609352e+00,7.861842105263158187e-01,7.900826446280991844e-01,7.881286067600988821e-01
3.142884410112084526e-01,1.232655527129583373e+00,7.861842105263158187e-01,7.900826446280991844e-01,7.881286067600988821e-01
3.123741799380648776e-01,1.239935592063918124e+00,7.858319604612850062e-01,7.884297520661156522e-01,7.871287128712871617e-01
3.105707624813572876e-01,1.247765824259652323e+00,7.874794069192750934e-01,7.900826446280991844e-01,7.887788778877887763e-01
3.087336950042576245e-01,1.255741071017274058e+00,7.874794069192750934e-01,7.900826446280991844e-01,7.887788778877887763e-01
3.069680480702096093e-01,1.263705291446321821e+00,7.852459016393442681e-01,7.917355371900826055e-01,7.884773662551438633e-01
3.052366419969938516e-01,1.271591134609042495e+00,7.855973813420621399e-01,7.933884297520661377e-01,7.894736842105264385e-01
3.035726334534883386e-01,1.279245902711314331e+00,7.836065573770492065e-01,7.900826446280991844e-01,7.868312757201646468e-01
3.019512911465054295e-01,1.286623251792396116e+00,7.823240589198036110e-01,7.900826446280991844e-01,7.861842105263157077e-01
3.003798111902166168e-01,1.293645431281114533e+00,7.819672131147541450e-01,7.884297520661156522e-01,7.851851851851850972e-01
2.987074605342623923e-01,1.357033599871877882e+00,7.797716150081566155e-01,7.900826446280991844e-01,7.848932676518882712e-01
2.969174959859059992e-01,1.363799385266742270e+00,7.797716150081566155e-01,7.900826446280991844e-01,7.848932676518882712e-01
2.952039352866592803e-01,1.314324515177546449e+00,7.797716150081566155e-01,7.900826446280991844e-01,7.848932676518882712e-01
2.937130578752753518e-01,1.376981939371036301e+00,7.797716150081566155e-01,7.900826446280991844e-01,7.848932676518882712e-01
2.921287411621928398e-01,1.383840927861428316e+00,7.810457516339869288e-01,7.900826446280991844e-01,7.855382087099423982e-01
2.905485478423279200e-01,1.446700466279500441e+00,7.814029363784665838e-01,7.917355371900826055e-01,7.865353037766830147e-01
3.077288817192024295e-01,1.510293680435620622e+00,7.806873977086743466e-01,7.884297520661156522e-01,7.845394736842105088e-01
3.062518455983487820e-01,1.517315466408830194e+00,7.845394736842105088e-01,7.884297520661156522e-01,7.864798021434459274e-01
3.046497313701561072e-01,1.524791913805577437e+00,7.836065573770492065e-01,7.900826446280991844e-01,7.868312757201646468e-01
3.030442142821736518e-01,1.530534965320053509e+00,7.819672131147541450e-01,7.884297520661156522e-01,7.851851851851850972e-01
3.013874719199087782e-01,1.536848645407914438e+00,7.819672131147541450e-01,7.884297520661156522e-01,7.851851851851850972e-01
2.999486261248366370e-01,1.543520495013261717e+00,7.777777777777777901e-01,7.867768595041322310e-01,7.822514379622020897e-01
2.984670659462833608e-01,1.549544617373295630e+00,7.790507364975449711e-01,7.867768595041322310e-01,7.828947368421051989e-01
2.968989558354305780e-01,1.555658265256804729e+00,7.786885245901639108e-01,7.851239669421488099e-01,7.818930041152264421e-01
2.953242262943727159e-01,1.562397458680280460e+00,7.774140752864157067e-01,7.851239669421488099e-01,7.812499999999998890e-01
