9.677658480594945045e-01,9.648817470913598759e-01,9.706672422890584295e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.839345908341102787e-01,9.812368872782758489e-01,9.866471688162247178e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.864055382187310039e-01,9.834541293152775365e-01,9.893747151800061923e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.865751754312559463e-01,9.837879076864390893e-01,9.893782818231950937e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.865888934044130254e-01,9.839309555597940404e-01,9.892612301644374551e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.866127991202697789e-01,9.839547968720198101e-01,9.892852006328203274e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.866127991202697789e-01,9.839547968720198101e-01,9.892852006328203274e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.866127991202697789e-01,9.839547968720198101e-01,9.892852006328203274e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.866127991202697789e-01,9.839547968720198101e-01,9.892852006328203274e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.866127991202697789e-01,9.839547968720198101e-01,9.892852006328203274e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
