9.196845552678560853e-01,9.272601563990081619e-01,9.122317344904421477e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.415078707539353831e-01,9.482643524699599924e-01,9.348469891411648192e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.484746406035013955e-01,9.532233454129315220e-01,9.437730148239070749e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.494316698701977808e-01,9.538909021552546275e-01,9.450139354716803330e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.494956686839918225e-01,9.538193782185770964e-01,9.452109814298539359e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.494908737034486457e-01,9.537240129696737956e-01,9.452951462734533461e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.494784063801758878e-01,9.537001716574480259e-01,9.452938535340407178e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.494784063801758878e-01,9.537001716574480259e-01,9.452938535340407178e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.494784063801758878e-01,9.537001716574480259e-01,9.452938535340407178e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
9.494784063801758878e-01,9.537001716574480259e-01,9.452938535340407178e-01,8.737224807854003794e-01,8.794821666984551367e-01,8.680377438407417268e-01
